Timestamp,Source IP,Source Port,Destination IP,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Bwd IAT Total,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Average Packet Size,Init_Win_bytes_forward,Init_Win_bytes_backward,min_seg_size_forward,Active Mean,Idle Mean,Label
2026-06-14 09:58:08,192.168.1.131,33232,192.168.1.49,8080,2612684,13,6,3627,2568,690,0,399,1195,0,393,2371.12,7.27,145149.11,2090147.2,130634.2,2482049.8,2351415.6,260,192,4.98,2.3,0,1195,326.05,298.75,1,0,1,1,0,326.05,29200,28960,20,5314,750894,BENIGN
2026-06-14 09:58:09,192.168.1.197,59787,192.168.1.244,8080,3892425,30,24,25710,35448,715,0,197,1283,0,788,15712.06,13.87,73441.98,3113940.0,194621.25,3697803.75,3503182.5,960,768,7.71,6.17,0,1283,1132.56,320.75,1,0,0,1,0,1132.56,29200,28960,32,88566,418064,BENIGN
2026-06-14 09:58:15,192.168.1.82,46062,192.168.1.47,8080,694099,22,22,13904,12936,789,0,317,1146,0,446,38668.84,63.39,16141.84,555279.2,34704.95,659394.05,624689.1,880,704,31.7,31.7,0,1146,610.0,286.5,1,0,0,1,0,610.0,29200,28960,40,39534,82993,BENIGN
2026-06-14 09:58:11,192.168.1.101,15976,192.168.1.87,80,1430755,5,5,1375,4490,1293,0,491,1044,0,538,4099.23,6.99,158972.78,1144604.0,71537.75,1359217.25,1287679.5,160,160,3.49,3.49,0,1293,586.5,323.25,1,0,0,1,0,586.5,29200,28960,32,9319,937904,BENIGN
2026-06-14 09:58:23,168.103.136.168,13671,192.168.1.100,443,5454,278,1,11120,0,64,40,50,0,0,0,2038870.55,51155.12,19.62,4363.2,272.7,5181.3,4908.6,5560,32,50971.76,183.35,0,64,39.86,16.0,1,0,0,0,0,39.86,512,0,20,26093,36834,DDoS
2026-06-14 09:58:11,192.168.1.236,46442,192.168.1.214,80,572520,13,22,5408,12100,1103,0,130,1259,0,640,30580.59,61.13,16838.82,458016.0,28626.0,543894.0,515268.0,416,704,22.71,38.43,0,1259,500.23,314.75,1,0,0,1,0,500.23,29200,28960,32,16249,744925,BENIGN
2026-06-14 09:58:23,192.168.1.14,22116,192.168.1.19,8080,719650,26,10,13000,6400,1032,0,234,1150,0,402,26957.55,50.02,20561.43,575720.0,35982.5,683667.5,647685.0,1040,320,36.13,13.9,0,1150,538.89,287.5,1,0,1,1,0,538.89,29200,28960,40,7342,338980,BENIGN
2026-06-14 09:58:10,192.168.1.84,11728,192.168.1.201,8080,3237099,15,5,8940,1890,778,0,185,1213,0,773,3345.59,6.18,170373.63,2589679.2,161854.95,3075244.05,2913389.1,600,160,4.63,1.54,0,1213,541.5,303.25,1,0,1,1,0,541.5,29200,28960,40,31199,653705,BENIGN
2026-06-14 09:58:23,192.168.1.47,31249,192.168.1.54,8080,281312,28,18,4872,24102,928,0,364,1450,0,556,102995.96,163.52,6251.38,225049.6,14065.6,267246.4,253180.8,560,576,99.53,63.99,0,1450,629.87,362.5,1,0,0,1,0,629.87,29200,28960,20,83451,731803,BENIGN
2026-06-14 09:58:11,192.168.1.215,36576,192.168.1.100,21,68148,93,47,11067,6533,256,40,85,512,40,110,258261.43,2054.35,490.27,54518.4,3407.4,64740.6,61333.2,1860,1504,1364.68,689.68,40,512,125.71,118.0,1,0,1,1,0,125.71,65535,65535,20,18136,81088,Brute Force
2026-06-14 09:58:13,192.168.1.136,65484,192.168.1.91,80,1222593,30,5,18180,6690,690,0,336,1146,0,611,20342.01,28.63,35958.62,978074.4,61129.65,1161463.35,1100333.7,1200,160,24.54,4.09,0,1146,710.57,286.5,1,0,0,1,0,710.57,29200,28960,40,4727,734185,BENIGN
2026-06-14 09:58:36,192.168.1.162,63700,192.168.1.131,443,4779995,23,20,8625,23460,1304,0,162,1456,0,363,6712.35,9.0,113809.4,3823996.0,238999.75,4540995.25,4301995.5,920,640,4.81,4.18,0,1456,746.16,364.0,1,0,1,1,0,746.16,29200,28960,40,73603,25080,BENIGN
2026-06-14 09:58:30,192.168.1.215,2861,192.168.1.100,21,80951,99,104,10098,8320,256,40,85,512,40,110,227520.35,2507.69,400.75,64760.8,4047.55,76903.45,72855.9,3960,3328,1222.96,1284.73,40,512,90.73,118.0,1,0,1,1,0,90.73,65535,65535,40,95899,930621,Brute Force
2026-06-14 09:58:27,192.168.1.135,6997,192.168.1.103,443,3591492,30,13,24510,10972,561,0,109,1283,0,247,9879.46,11.97,85511.71,2873193.6,179574.6,3411917.4,3232342.8,960,416,8.35,3.62,0,1283,825.16,320.75,1,0,1,1,0,825.16,29200,28960,32,2173,259630,BENIGN
2026-06-14 09:58:25,192.168.1.167,61406,192.168.1.172,80,1945752,30,21,12060,7875,865,0,256,1306,0,366,10245.4,26.21,38915.04,1556601.6,97287.6,1848464.4,1751176.8,600,672,15.42,10.79,0,1306,390.88,326.5,1,0,1,1,0,390.88,29200,28960,20,41192,899190,BENIGN
2026-06-14 09:58:44,192.168.1.55,34217,45.47.194.81,6667,40563922,33,33,1551,1716,100,40,60,100,40,60,80.54,1.63,624060.34,32451137.6,2028196.1,38535725.9,36507529.8,660,1056,0.81,0.81,40,100,49.5,15.0,1,0,0,1,0,49.5,63735,18839,20,5458,7086955,Botnet
2026-06-14 09:58:15,192.168.1.114,58960,192.168.1.29,443,4397678,17,19,4012,3781,1190,0,270,1308,0,751,1772.07,8.19,125647.94,3518142.4,219883.9,4177794.1,3957910.2,544,608,3.87,4.32,0,1308,216.47,327.0,1,0,1,1,0,216.47,29200,28960,32,24220,939618,BENIGN
2026-06-14 09:58:40,192.168.1.163,43318,192.168.1.200,8080,3992553,20,13,15600,18876,1240,0,106,1289,0,543,8635.08,8.27,124767.28,3194042.4,199627.65,3792925.35,3593297.7,640,416,5.01,3.26,0,1289,1044.73,322.25,1,0,0,1,0,1044.73,29200,28960,32,68712,496400,BENIGN
2026-06-14 09:58:56,192.168.1.246,11094,192.168.1.221,8080,2816330,12,6,10476,1752,1412,0,271,1247,0,599,4341.82,6.39,165666.47,2253064.0,140816.5,2675513.5,2534697.0,384,192,4.26,2.13,0,1412,679.33,353.0,1,0,0,1,0,679.33,29200,28960,32,94609,728709,BENIGN
2026-06-14 09:58:38,192.168.1.98,39614,192.168.1.72,80,2383041,5,9,4145,7497,655,0,234,1315,0,702,4885.35,5.87,183310.85,1906432.8,119152.05,2263888.95,2144736.9,100,288,2.1,3.78,0,1315,831.57,328.75,1,0,0,1,0,831.57,29200,28960,20,59008,423076,BENIGN
2026-06-14 09:58:48,192.168.1.141,21581,192.168.1.100,31,565,2,0,80,0,40,40,40,40,0,20,141592.92,3539.82,565.0,452.0,28.25,536.75,0,64,0,3539.82,0.0,40,40,40.0,0.0,1,0,0,0,0,40.0,1024,0,32,43588,246090,Port Scan
2026-06-14 09:58:22,192.168.1.128,35854,192.168.1.175,8080,626448,6,8,3636,3152,1388,0,124,1347,0,487,10835.7,22.35,48188.31,501158.4,31322.4,595125.6,563803.2,192,256,9.58,12.77,0,1388,484.86,347.0,1,0,0,1,0,484.86,29200,28960,32,45155,404528,BENIGN
2026-06-14 09:58:24,192.168.1.46,11380,192.168.1.156,443,3942719,7,16,5313,5152,806,0,108,1456,0,519,2654.26,5.83,179214.5,3154175.2,197135.95,3745583.05,3548447.1,140,512,1.78,4.06,0,1456,455.0,364.0,1,0,0,1,0,455.0,29200,28960,20,93055,574862,BENIGN
2026-06-14 09:58:18,192.168.1.85,10056,192.168.1.216,80,2714702,7,18,5516,16326,975,0,215,1220,0,303,8045.82,9.21,113112.58,2171761.6,135735.1,2578966.9,2443231.8,224,576,2.58,6.63,0,1220,873.68,305.0,1,0,0,1,0,873.68,29200,28960,32,36046,476894,BENIGN
2026-06-14 09:59:05,173.20.250.238,61544,192.168.1.100,443,8168,474,5,18960,0,64,40,50,0,0,0,2321253.67,58643.49,17.09,6534.4,408.4,7759.6,7351.2,9480,160,58031.34,612.14,0,64,39.58,16.0,1,0,0,0,0,39.58,512,0,20,24855,316907,DDoS
2026-06-14 09:59:05,192.168.1.7,51845,192.168.1.101,8080,3519531,8,25,3920,6950,1266,0,349,1182,0,752,3088.48,9.38,109985.34,2815624.8,175976.55,3343554.45,3167577.9,160,800,2.27,7.1,0,1266,329.39,316.5,1,0,0,1,0,329.39,29200,28960,20,77285,590421,BENIGN
2026-06-14 09:59:11,192.168.1.165,32566,192.168.1.212,443,4091265,5,12,1360,5724,881,0,101,1365,0,650,1731.49,4.16,255704.06,3273012.0,204563.25,3886701.75,3682138.5,100,384,1.22,2.93,0,1365,416.71,341.25,1,0,1,1,0,416.71,29200,28960,20,10582,941560,BENIGN
2026-06-14 09:59:07,192.168.1.215,52394,192.168.1.100,22,257459,52,102,4732,8976,256,40,85,512,40,110,53243.43,598.15,1682.74,205967.2,12872.95,244586.05,231713.1,1664,3264,201.97,396.18,40,512,89.01,118.0,1,0,1,1,0,89.01,65535,65535,32,83984,878997,Brute Force
2026-06-14 09:58:21,192.168.1.207,40142,192.168.1.147,443,497131,18,12,9468,11652,809,0,122,1051,0,706,42483.77,60.35,17142.45,397704.8,24856.55,472274.45,447417.9,720,384,36.21,24.14,0,1051,704.0,262.75,1,0,0,1,0,704.0,29200,28960,40,12317,447312,BENIGN
2026-06-14 09:58:30,192.168.1.189,38834,192.168.1.14,443,53898,10,25,5460,4950,1427,0,484,1265,0,286,193142.6,649.37,1585.24,43118.4,2694.9,51203.1,48508.2,200,800,185.54,463.84,0,1427,297.43,356.75,1,0,1,1,0,297.43,29200,28960,20,62066,753229,BENIGN
2026-06-14 09:58:25,192.168.1.120,35952,192.168.1.41,8080,349644,8,21,7304,29148,527,0,335,1266,0,587,104254.61,82.94,12487.29,279715.2,17482.2,332161.8,314679.6,320,672,22.88,60.06,0,1266,1256.97,316.5,1,0,1,1,0,1256.97,29200,28960,40,49768,959217,BENIGN
2026-06-14 09:58:26,113.25.181.148,9344,192.168.1.100,80,7789,503,3,32192,0,64,40,50,0,0,0,4133008.09,64963.41,15.42,6231.2,389.45,7399.55,7010.1,16096,96,64578.25,385.16,0,64,63.62,16.0,1,0,0,0,0,63.62,512,0,32,61637,505844,DDoS
2026-06-14 09:58:34,192.168.1.215,5065,192.168.1.100,21,134788,90,31,6750,4309,256,40,85,512,40,110,82047.36,897.71,1123.23,107830.4,6739.4,128048.6,121309.2,3600,992,667.72,229.99,40,512,91.4,118.0,1,0,1,1,0,91.4,65535,65535,40,72740,168887,Brute Force
2026-06-14 09:58:27,192.168.1.26,8063,192.168.1.100,44,730,2,0,80,0,40,40,40,40,0,20,109589.04,2739.73,730.0,584.0,36.5,693.5,0,80,0,2739.73,0.0,40,40,40.0,0.0,1,0,0,0,0,40.0,1024,0,40,99157,548079,Port Scan
2026-06-14 09:58:36,45.114.23.208,2624,192.168.1.100,80,7982,238,3,9520,0,64,40,50,0,0,0,1192683.54,30192.93,33.26,6385.6,399.1,7582.9,7183.8,4760,96,29817.09,375.85,0,64,39.5,16.0,1,0,0,0,0,39.5,512,0,20,23031,92601,DDoS
2026-06-14 09:58:31,192.168.1.172,37471,192.168.1.33,443,4403355,6,15,1560,13920,911,0,368,1341,0,597,3515.5,4.77,220167.75,3522684.0,220167.75,4183187.25,3963019.5,192,480,1.36,3.41,0,1341,737.14,335.25,1,0,0,1,0,737.14,29200,28960,32,58509,948354,BENIGN
2026-06-14 09:59:23,192.168.1.215,62384,192.168.1.100,22,27880,50,70,2800,5600,256,40,85,512,40,110,301291.25,4304.16,234.29,22304.0,1394.0,26486.0,25092.0,1600,2240,1793.4,2510.76,40,512,70.0,118.0,1,0,1,1,0,70.0,65535,65535,32,68314,276272,Brute Force
2026-06-14 09:58:29,192.168.1.43,34156,192.168.1.185,443,1599412,22,29,17006,3770,1347,0,145,1198,0,751,12989.77,31.89,31988.24,1279529.6,79970.6,1519441.4,1439470.8,880,928,13.76,18.13,0,1347,407.37,336.75,1,0,0,1,0,407.37,29200,28960,40,38839,316610,BENIGN
2026-06-14 09:59:32,192.168.1.40,34123,192.168.1.100,49,425,1,0,40,0,40,40,40,40,0,20,94117.65,2352.94,425.0,340.0,21.25,403.75,0,40,0,2352.94,0.0,40,40,40.0,0.0,1,0,0,0,0,40.0,1024,0,40,47122,271055,Port Scan
2026-06-14 09:59:27,192.168.1.200,20129,192.168.1.100,50,483,1,0,40,0,40,40,40,40,0,20,82815.73,2070.39,483.0,386.4,24.15,458.85,0,20,0,2070.39,0.0,40,40,40.0,0.0,1,1,0,0,0,40.0,1024,0,20,73516,228995,Port Scan
2026-06-14 09:59:39,192.168.1.50,49357,192.168.1.100,51,278,2,1,80,40,40,40,40,40,0,20,431654.68,10791.37,139.0,222.4,13.9,264.1,250.2,64,32,7194.24,3597.12,0,40,40.0,10.0,1,1,0,0,0,40.0,1024,0,32,72424,863376,Port Scan
2026-06-14 09:59:18,192.168.1.249,24335,192.168.1.79,80,4138516,26,26,13598,13000,1198,0,421,1156,0,680,6426.94,12.56,81147.37,3310812.8,206925.8,3931590.2,3724664.4,1040,832,6.28,6.28,0,1198,511.5,299.5,1,0,1,1,0,511.5,29200,28960,40,9927,477938,BENIGN
2026-06-14 09:59:07,192.168.1.253,36020,192.168.1.83,443,1958098,13,7,12610,6132,616,0,474,1298,0,530,9571.53,10.21,103057.79,1566478.4,97904.9,1860193.1,1762288.2,416,224,6.64,3.57,0,1298,937.1,324.5,1,0,0,1,0,937.1,29200,28960,32,49046,373071,BENIGN
2026-06-14 09:59:46,192.168.1.64,64191,192.168.1.187,8080,4841876,6,11,3900,1331,957,0,337,1201,0,307,1080.37,3.51,302617.25,3873500.8,242093.8,4599782.2,4357688.4,240,352,1.24,2.27,0,1201,307.71,300.25,1,0,1,1,0,307.71,29200,28960,40,73910,504947,BENIGN
2026-06-14 09:59:21,192.168.1.112,47268,192.168.1.212,80,691819,5,7,2600,6251,810,0,164,1421,0,231,12793.81,17.35,62892.64,553455.2,34590.95,657228.05,622637.1,100,224,7.23,10.12,0,1421,737.58,355.25,1,0,1,1,0,737.58,29200,28960,20,96541,231716,BENIGN
2026-06-14 09:59:17,192.168.1.138,45417,192.168.1.130,80,3198874,12,22,4704,17688,1339,0,223,1174,0,663,6999.96,10.63,96935.58,2559099.2,159943.7,3038930.3,2878986.6,384,704,3.75,6.88,0,1339,658.59,334.75,1,0,1,1,0,658.59,29200,28960,32,87520,258880,BENIGN
2026-06-14 09:59:50,192.168.1.215,6479,192.168.1.100,3389,153865,55,70,4400,8330,256,40,85,512,40,110,82734.86,812.4,1240.85,123092.0,7693.25,146171.75,138478.5,2200,2240,357.46,454.94,40,512,101.84,118.0,1,0,1,1,0,101.84,65535,65535,40,9324,710452,Brute Force
2026-06-14 09:59:53,192.168.1.46,2265,192.168.1.15,8080,104611,15,27,5325,7749,638,0,321,1220,0,450,124977.3,401.49,2551.49,83688.8,5230.55,99380.45,94149.9,600,864,143.39,258.1,0,1220,311.29,305.0,1,0,1,1,0,311.29,29200,28960,40,61103,501416,BENIGN
2026-06-14 09:59:15,192.168.1.146,45576,192.168.1.252,8080,1371444,14,19,7770,26258,1104,0,283,1218,0,480,24811.8,24.06,42857.62,1097155.2,68572.2,1302871.8,1234299.6,448,608,10.21,13.85,0,1218,1031.15,304.5,1,0,1,1,0,1031.15,29200,28960,32,87491,707936,BENIGN
2026-06-14 09:58:40,192.168.1.72,28437,192.168.1.146,80,511352,18,9,9288,2862,577,0,105,1139,0,773,23760.54,52.8,19667.38,409081.6,25567.6,485784.4,460216.8,360,288,35.2,17.6,0,1139,450.0,284.75,1,0,0,1,0,450.0,29200,28960,20,14352,249898,BENIGN
2026-06-14 09:59:26,192.168.1.88,4126,192.168.1.68,443,2991077,13,17,11713,3111,1302,0,139,1235,0,383,4956.07,10.03,103140.59,2392861.6,149553.85,2841523.15,2691969.3,416,544,4.35,5.68,0,1302,494.13,325.5,1,0,1,1,0,494.13,29200,28960,32,10390,681854,BENIGN
2026-06-14 09:59:37,192.168.1.86,65420,192.168.1.227,80,4390433,8,20,1936,25820,594,0,478,1030,0,309,6321.93,6.38,162608.63,3512346.4,219521.65,4170911.35,3951389.7,256,640,1.82,4.56,0,1030,991.29,257.5,1,0,1,1,0,991.29,29200,28960,32,57978,844883,BENIGN
2026-06-14 09:58:46,192.168.1.134,33764,192.168.1.100,63,266,1,0,40,0,40,40,40,40,0,20,150375.94,3759.4,266.0,212.8,13.3,252.7,0,32,0,3759.4,0.0,40,40,40.0,0.0,1,1,0,0,0,40.0,1024,0,32,78032,336431,Port Scan
2026-06-14 09:58:55,118.73.84.18,58046,192.168.1.100,443,13686,353,2,22592,0,64,40,50,0,0,0,1650737.98,25938.92,38.66,10948.8,684.3,13001.7,12317.4,7060,64,25792.78,146.13,0,64,63.64,16.0,1,0,0,0,0,63.64,512,0,20,61579,100338,DDoS
2026-06-14 09:59:23,192.168.1.36,6852,192.168.1.162,80,4794740,30,12,23340,8316,1073,0,153,1116,0,777,6602.23,8.76,116944.88,3835792.0,239737.0,4555003.0,4315266.0,960,384,6.26,2.5,0,1116,753.71,279.0,1,0,0,1,0,753.71,29200,28960,32,8498,723702,BENIGN
2026-06-14 09:59:05,192.168.1.215,12610,192.168.1.116,80,225992,15,8,4065,1992,667,0,480,1014,0,581,26801.83,101.77,10272.36,180793.6,11299.6,214692.4,203392.8,480,256,66.37,35.4,0,1014,263.35,253.5,1,0,1,1,0,263.35,29200,28960,32,83193,412192,BENIGN
2026-06-14 09:59:19,192.168.1.132,11000,192.168.1.19,8080,2398582,5,19,2515,27721,1120,0,182,1101,0,493,12605.78,10.01,104286.17,1918865.6,119929.1,2278652.9,2158723.8,200,608,2.08,7.92,0,1120,1259.83,280.0,1,0,0,1,0,1259.83,29200,28960,40,95105,892911,BENIGN
2026-06-14 09:58:56,200.22.194.207,29970,192.168.1.100,80,1621,447,2,28608,0,64,40,50,0,0,0,17648365.21,276989.51,3.62,1296.8,81.05,1539.95,1458.9,8940,64,275755.71,1233.81,0,64,63.71,16.0,1,0,0,0,0,63.71,512,0,20,23670,704851,DDoS
2026-06-14 09:59:43,208.191.16.191,8976,192.168.1.100,80,14796,469,3,18760,0,64,40,50,0,0,0,1267910.25,31900.51,31.41,11836.8,739.8,14056.2,13316.4,18760,96,31697.76,202.76,0,64,39.75,16.0,1,0,0,0,0,39.75,512,0,40,88226,380231,DDoS
2026-06-14 09:59:22,192.168.1.87,41052,192.168.1.80,80,333771,26,12,13416,9624,768,0,494,1038,0,472,69029.36,113.85,9020.84,267016.8,16688.55,317082.45,300393.9,832,384,77.9,35.95,0,1038,606.32,259.5,1,0,1,1,0,606.32,29200,28960,32,51160,859398,BENIGN
2026-06-14 09:58:46,82.244.211.69,40209,192.168.1.100,80,10955,511,1,32704,0,64,40,50,0,0,0,2985303.51,46736.65,21.44,8764.0,547.75,10407.25,9859.5,20440,32,46645.37,91.28,0,64,63.88,16.0,1,0,0,0,0,63.88,512,0,40,81370,898935,DDoS
2026-06-14 10:00:20,192.168.1.55,28863,45.208.33.59,8080,32212022,21,43,966,3741,100,40,60,100,40,60,146.13,1.99,511301.94,25769617.6,1610601.1,30601420.9,28990819.8,840,1376,0.65,1.33,40,100,73.55,15.0,1,0,0,1,0,73.55,12259,5112,40,27849,3412696,Botnet
2026-06-14 10:00:04,192.168.1.5,12748,192.168.1.123,80,2642414,16,16,1408,10208,1374,0,297,1268,0,435,4395.98,12.11,85239.16,2113931.2,132120.7,2510293.3,2378172.6,320,512,6.06,6.06,0,1374,363.0,343.5,1,0,0,1,0,363.0,29200,28960,20,92822,675112,BENIGN
2026-06-14 09:59:18,192.168.1.69,50804,192.168.1.100,74,164,1,0,40,0,40,40,40,40,0,20,243902.44,6097.56,164.0,131.2,8.2,155.8,0,20,0,6097.56,0.0,40,40,40.0,0.0,1,0,0,0,0,40.0,1024,0,20,70439,898118,Port Scan
2026-06-14 09:59:03,192.168.1.148,49464,192.168.1.100,75,426,1,1,40,40,40,40,40,40,0,20,187793.43,4694.84,426.0,340.8,21.3,404.7,383.4,32,32,2347.42,2347.42,0,40,40.0,10.0,1,1,0,0,0,40.0,1024,0,32,36825,207071,Port Scan
2026-06-14 09:59:18,192.168.1.64,55678,192.168.1.37,443,379679,10,5,1300,5965,823,0,474,1003,0,453,19134.58,39.51,27119.93,303743.2,18983.95,360695.05,341711.1,400,160,26.34,13.17,0,1003,484.33,250.75,1,0,0,1,0,484.33,29200,28960,40,69198,67246,BENIGN
2026-06-14 09:58:45,192.168.1.215,13809,192.168.1.100,22,198713,54,100,6372,9400,256,40,85,512,40,110,79370.75,774.99,1298.78,158970.4,9935.65,188777.35,178841.7,1728,3200,271.75,503.24,40,512,102.42,118.0,1,0,1,1,0,102.42,65535,65535,32,28758,173481,Brute Force
2026-06-14 09:59:58,15.15.10.142,4900,192.168.1.100,80,1743,187,1,11968,0,64,40,50,0,0,0,6866322.43,107860.01,9.32,1394.4,87.15,1655.85,1568.7,7480,32,107286.29,573.72,0,64,63.66,16.0,1,0,0,0,0,63.66,512,0,40,75595,352372,DDoS
2026-06-14 10:00:22,161.175.164.1,17709,192.168.1.100,80,8884,759,4,48576,0,64,40,50,0,0,0,5467807.29,85884.74,11.66,7107.2,444.2,8439.8,7995.6,15180,128,85434.49,450.25,0,64,63.66,16.0,1,0,0,0,0,63.66,512,0,20,20944,799769,DDoS
2026-06-14 09:58:44,192.168.1.94,25596,192.168.1.99,443,2342138,23,29,5451,29116,859,0,354,1371,0,338,14758.74,22.2,45924.27,1873710.4,117106.9,2225031.1,2107924.2,920,928,9.82,12.38,0,1371,664.75,342.75,1,0,0,1,0,664.75,29200,28960,40,45266,293631,BENIGN
2026-06-14 10:00:01,192.168.1.169,50026,192.168.1.253,8080,651037,6,20,5172,20000,1357,0,473,1180,0,517,38664.47,39.94,26041.48,520829.6,32551.85,618485.15,585933.3,240,640,9.22,30.72,0,1357,968.15,339.25,1,0,1,1,0,968.15,29200,28960,40,77341,506224,BENIGN
2026-06-14 09:59:17,192.168.1.162,53488,192.168.1.59,80,2005773,19,17,4446,17408,650,0,270,1328,0,455,10895.55,17.95,57307.8,1604618.4,100288.65,1905484.35,1805195.7,380,544,9.47,8.48,0,1328,607.06,332.0,1,0,1,1,0,607.06,29200,28960,20,72613,487445,BENIGN
2026-06-14 10:00:19,192.168.1.165,17493,192.168.1.238,8080,2045511,26,15,24180,9165,1370,0,260,1031,0,629,16301.55,20.04,51137.78,1636408.8,102275.55,1943235.45,1840959.9,832,480,12.71,7.33,0,1370,813.29,342.5,1,0,1,1,0,813.29,29200,28960,32,9876,113102,BENIGN
2026-06-14 10:00:42,192.168.1.34,57121,192.168.1.161,443,3498720,15,19,6045,14801,569,0,358,1119,0,637,5958.18,9.72,106021.82,2798976.0,174936.0,3323784.0,3148848.0,300,608,4.29,5.43,0,1119,613.12,279.75,1,0,0,1,0,613.12,29200,28960,20,7218,811343,BENIGN
2026-06-14 10:00:10,192.168.1.192,10531,192.168.1.178,80,1791010,22,10,2662,10440,1343,0,315,1057,0,767,7315.43,17.87,57774.52,1432808.0,89550.5,1701459.5,1611909.0,880,320,12.28,5.58,0,1343,409.44,335.75,1,0,1,1,0,409.44,29200,28960,40,89191,754525,BENIGN
